,AIR.PA,SAF.PA,SU.PA,SIE.DE,ENR.DE,ABBN.SW,ALO.PA,MT.AS,RNO.PA,VOW3.DE,PRY.MI,SAND.ST
2025-06-27,174.9670,269.1756,226.4563,218.1130,95.0945,47.0931,19.9400,26.5230,37.2577,85.6272,60.6480,215.9728
2025-06-30,174.0440,272.8344,222.3211,213.1192,97.6436,46.6201,19.8000,26.4541,36.3655,84.0148,59.5958,213.5118
2025-07-01,169.1937,261.9567,218.9242,211.1608,91.9877,46.0091,19.3250,25.9520,37.3320,83.6773,58.9804,213.0196
2025-07-02,172.0018,263.3411,220.2042,214.9306,91.2310,46.3737,19.6350,27.4780,38.3172,85.2522,59.6951,219.5165
2025-07-03,173.5531,267.0000,221.9272,216.6932,92.1470,46.7778,19.0900,27.4090,37.8618,85.4022,59.5363,219.7134
2025-07-04,172.1982,266.8022,218.4811,211.5035,92.1670,46.0978,19.1400,26.8577,37.6759,84.3897,58.9010,218.4337
2025-07-07,174.0637,271.6478,220.4996,213.8046,94.5369,46.4033,19.4250,27.2909,37.6109,84.4835,58.9407,218.3353
2025-07-08,175.6739,271.9444,220.5980,212.5316,91.1314,46.3836,19.7450,27.6650,37.6666,85.5522,59.1392,220.3040
2025-07-09,179.0515,276.4933,224.1918,220.8057,92.0076,46.5610,20.1800,28.1474,38.2707,86.8834,60.6678,223.0603
2025-07-10,179.9745,272.9333,221.9764,222.0787,89.5979,47.2212,20.3100,29.1615,38.9026,88.1771,60.8663,229.4588
2025-07-11,179.8959,276.3944,221.7303,218.4068,91.2907,46.8467,20.0100,28.9941,38.2893,88.1021,60.6480,226.1119
2025-07-14,179.6799,278.0756,220.2042,215.7140,91.6492,46.8467,19.6550,28.6495,37.9547,86.4334,60.3899,224.2415
2025-07-15,176.8718,276.7900,222.3703,213.7556,92.8242,47.4774,19.9650,28.3739,38.3357,87.6896,61.5413,225.5212
2025-07-16,177.7162,276.8889,219.1211,212.6296,90.8725,46.7186,19.6350,27.5666,31.2541,84.4835,60.3899,230.9353
2025-07-17,181.9185,280.6466,236.0561,221.2953,95.1343,51.3402,20.0300,27.7930,31.0403,84.9335,63.7052,235.4635
2025-07-18,182.8415,282.1300,233.4962,219.5328,93.6208,51.4782,20.8200,27.5469,31.2448,84.6710,64.1419,233.4947
2025-07-21,182.6451,279.9544,232.1178,219.8755,93.3220,51.8132,21.0000,28.7480,31.2076,85.1397,63.8441,235.2666
2025-07-22,178.0304,272.4389,228.2286,215.7630,90.6534,50.7687,20.9800,28.6003,30.7244,84.3522,62.4744,232.9041
2025-07-23,180.0530,275.5045,232.5116,222.9599,96.4089,51.9512,22.2300,28.6791,31.5515,89.5457,63.9434,237.4322
2025-07-24,179.2872,275.9989,235.2192,222.5193,96.7474,52.6016,22.0700,28.4329,31.3656,89.9770,66.0080,238.7119
2025-07-25,176.9307,274.4167,232.6100,222.5683,96.4487,52.3848,22.0000,28.1868,31.9883,94.0736,65.1941,240.6807
2025-07-28,174.4171,272.7355,232.4624,220.9526,94.6165,52.1286,21.2800,28.2656,31.5608,90.7082,65.5117,237.9244
2025-07-29,176.1845,278.5700,234.5792,222.3235,97.4843,52.2271,20.9100,27.9112,31.8024,89.5457,66.3256,244.0276
2025-07-30,175.6150,277.6800,235.5146,224.1839,101.5669,52.7001,20.7600,27.8127,30.8545,87.7458,67.9932,238.1213
2025-07-31,172.8462,286.2833,224.7333,220.2182,101.5669,52.7395,20.6400,27.0940,30.3991,86.3584,69.8593,235.4635
2025-08-01,166.0321,277.1855,210.6044,208.5170,97.5042,52.7395,19.8250,26.3458,29.9158,83.5835,68.4895,229.6556
2025-08-04,169.1937,284.5033,215.9212,212.2868,98.6593,52.3257,19.8900,26.0701,29.1816,83.1335,69.8395,228.7697
2025-08-05,172.0214,284.3055,211.4905,214.2452,97.2254,52.2468,20.1100,26.2276,29.0236,84.6522,69.5814,231.6244
2025-08-06,174.6724,286.8767,211.5398,214.4411,98.2411,51.7147,20.0600,26.3655,28.9400,85.3647,70.1571,229.8525
2025-08-07,174.1815,287.9644,216.9058,222.3724,95.8911,52.5030,20.9600,27.5075,29.5069,87.4271,73.4525,235.0697
2025-08-08,173.0229,287.9644,218.5796,227.5621,95.5924,52.9957,21.1800,28.3739,30.1389,89.4145,73.3731,236.9400
2025-08-11,172.6105,284.0089,215.2812,223.3027,99.0974,52.4833,21.0400,27.9899,30.0831,90.7082,72.7974,231.3291
2025-08-12,177.5787,287.3711,218.7765,226.2892,103.2597,53.3308,21.1800,28.1967,30.1667,91.7394,74.4054,233.5932
2025-08-13,176.3023,286.1844,214.6412,225.4569,98.0618,53.0746,21.5000,28.1474,30.4455,92.4894,73.3731,233.8885
2025-08-14,180.4457,290.3378,218.5796,228.3944,97.4046,53.3111,21.4800,28.5314,30.3247,92.6768,74.0679,234.3807
2025-08-15,183.4895,288.5578,217.2012,229.3736,94.4373,53.0746,21.7800,28.6495,30.7708,93.2018,74.0679,235.8572
2025-08-18,180.8778,289.7444,215.1335,228.6882,96.4089,52.9563,21.1500,28.7086,30.3433,92.6956,74.9216,233.0025
2025-08-19,180.5047,288.8544,219.8103,233.2903,94.0788,53.4884,21.7500,29.4273,31.3098,94.5893,75.7554,238.4166
2025-08-20,175.8899,285.9867,212.2290,228.6392,91.3704,52.8184,21.3800,28.8071,31.1983,94.8705,72.5195,237.2354
2025-08-21,177.6376,289.2500,211.6875,228.7861,92.6051,52.6410,21.4100,28.0884,30.7522,94.7299,73.0356,235.2666
2025-08-22,177.4413,287.2722,212.0813,231.9684,92.5055,53.3899,21.8900,28.7086,31.1890,95.9954,74.9414,239.6963
2025-08-25,177.2645,286.6789,209.9644,230.5976,91.2907,53.0943,21.4200,28.7775,30.9567,95.2923,74.0084,238.0229
2025-08-26,176.6165,284.8000,207.5522,230.0101,93.4216,53.2914,20.8300,28.4231,30.7708,95.1049,74.7429,237.3338
2025-08-27,175.0259,284.0089,208.1921,228.1496,90.8924,53.0154,20.4700,27.9308,30.3805,94.0736,73.7503,236.5463
2025-08-28,175.3794,284.6022,210.4075,231.9195,92.0276,53.5870,20.4900,28.0982,31.4864,93.9799,75.9142,237.6291
2025-08-29,175.8114,281.7344,206.8137,231.6747,90.3348,52.8972,20.5400,28.0194,31.2262,93.3518,74.1672,235.3650
2025-09-01,178.6980,282.4267,207.0106,234.2206,89.2394,52.9563,20.4200,28.0588,31.6351,93.7268,74.8620,235.2666
2025-09-02,175.9096,276.3944,207.8475,223.9391,84.0416,51.9906,19.5050,27.0743,30.8916,92.3394,73.3136,231.3291
2025-09-03,181.3490,278.4711,213.9028,224.6735,85.5751,52.7592,19.4650,27.4583,30.2597,92.8456,74.9017,234.3807
2025-09-04,183.4699,277.7789,213.9028,225.2610,88.7416,54.2571,19.9500,27.9112,30.5850,92.9018,75.4377,235.8572
2025-09-05,180.5047,275.1089,214.9366,221.2953,87.2081,54.2768,20.0300,28.4133,30.6779,93.6705,75.9142,238.0229
2025-09-08,184.4125,276.2955,222.6656,225.8485,89.1200,55.1242,20.3100,28.6692,30.6500,96.1829,76.9068,243.7323
2025-09-09,184.1375,276.8889,220.0073,223.7433,90.5937,54.8877,19.7200,28.4625,31.7373,96.1361,77.8001,243.6338
2025-09-10,185.1390,277.7789,225.4225,223.6454,94.7360,55.7943,21.0600,29.0827,31.6816,95.0580,79.2096,244.2244
2025-09-11,190.4803,282.0311,226.1117,224.2818,93.6606,55.8929,20.9800,29.2403,32.1091,96.3704,78.6538,245.1104
2025-09-12,189.7145,282.4267,228.4255,223.7923,92.7644,55.9717,20.9400,29.1320,31.9418,95.6205,80.0037,246.0948
2025-09-15,192.7386,285.2944,230.1486,225.4079,95.3335,55.8929,21.4100,29.1221,32.3042,95.0580,80.0236,251.3120
2025-09-16,189.4199,280.6466,225.3733,221.3443,93.6407,54.9666,21.0100,28.9449,32.4994,93.6518,79.6265,248.5557
2025-09-17,188.2220,276.6911,223.4533,220.5609,91.6093,54.4147,21.2800,28.6988,32.6667,92.8456,78.7133,248.1620
2025-09-18,188.2220,281.6355,229.0655,223.2537,94.7758,55.0454,21.2500,29.1615,32.7689,91.3644,80.6787,253.2807
2025-09-19,190.3429,288.3600,227.5394,223.6454,94.8356,55.2425,20.9400,29.5455,32.8712,91.1957,80.7779,253.7729
2025-09-22,191.5996,291.1289,226.4563,222.3235,96.5084,55.8140,21.4500,29.6439,32.3600,84.7272,81.7110,253.3792
2025-09-23,190.7356,288.3600,226.9979,224.2329,96.0504,56.2673,21.5500,30.1165,32.3414,87.3896,83.0212,258.3011
2025-09-24,190.3036,289.3489,228.8194,221.6381,98.2411,55.8337,21.3400,30.0771,31.9511,87.2959,82.5051,255.8401
2025-09-25,190.3429,288.9533,227.4902,219.1411,96.7474,55.4002,21.3800,30.1657,32.4808,86.4521,80.7779,254.0682
2025-09-26,192.1691,292.7111,231.6255,223.9881,98.3008,55.8929,21.9400,30.9435,32.2950,84.9522,80.8970,256.8245
2025-09-29,192.2280,292.5133,230.6409,221.4912,98.6792,56.1688,21.9400,30.8155,32.2950,86.0209,82.6639,256.2339
2025-09-30,193.8186,296.7656,233.9393,224.4287,98.9978,56.4841,22.1200,30.1066,32.3414,86.2084,83.5572,257.7104
2025-10-01,195.4682,295.0844,241.0775,226.6319,103.7077,56.6615,22.4100,31.7016,32.5273,87.1084,83.6168,257.4151
2025-10-02,198.3843,300.2267,246.6405,236.1789,107.9895,57.4892,22.5300,31.8000,33.2336,87.5583,87.3490,261.4511
2025-10-03,199.8571,299.7322,245.8528,236.1789,105.5997,57.7849,22.3900,32.5384,33.2522,87.4458,86.3564,265.3886
2025-10-06,197.4515,294.7878,246.1482,238.1862,106.2967,58.0017,22.3500,32.9322,32.7132,87.0521,87.8055,265.4870
2025-10-07,198.7770,295.3811,242.1114,237.2560,104.4546,57.6075,22.4800,32.6172,33.6053,87.2209,86.8130,262.8292
2025-10-08,201.5753,300.4244,244.9667,240.1446,107.9397,58.0805,22.7000,34.7536,32.9920,85.6084,90.5054,267.1605
2025-10-09,200.9371,299.6333,245.1636,241.3196,109.2840,58.0017,22.6000,33.7887,32.6667,85.3084,89.1555,264.6995
2025-10-10,198.3352,293.9966,241.4714,237.2560,105.5499,57.4498,22.3000,31.8197,31.9046,83.5835,87.2695,262.4355
2025-10-13,198.6788,294.7878,243.0960,240.9769,108.0393,57.8637,22.1800,32.8042,31.9418,83.4710,87.9644,263.3214
2025-10-14,199.6116,296.1722,241.3729,233.3882,105.6993,57.7060,22.3200,32.3021,31.2541,84.4460,87.2298,263.7151
2025-10-15,199.3170,293.4034,243.2437,235.6404,105.4503,58.6915,22.2000,32.4695,31.0868,84.5585,87.9644,266.9636
2025-10-16,201.7226,299.4355,248.4620,239.1654,104.8529,58.3170,22.3200,32.5286,31.5979,84.3147,89.8305,268.9324
2025-10-17,196.7642,293.6011,242.3083,232.9476,100.4715,57.5484,21.8300,32.3120,31.9604,85.4959,86.8130,266.0776
2025-10-20,200.0043,299.7322,244.4252,238.1373,101.5171,58.1199,21.7700,32.8338,32.4715,85.8897,88.2224,275.1339
2025-10-21,203.5881,304.6767,245.9021,236.8643,99.0576,57.6469,21.6100,32.3316,32.8433,85.5897,87.9445,277.2011
2025-10-22,202.0663,300.7211,242.7514,236.9623,95.3932,56.8192,21.6300,32.9814,32.7875,83.7148,85.4829,276.0199
2025-10-23,203.4899,304.3800,245.2621,234.6612,98.4601,57.7060,21.7800,32.8141,31.7745,83.7710,87.9644,280.2527
2025-10-24,204.6682,301.1167,249.7420,238.5290,103.3592,58.3367,21.9500,33.1980,31.9418,84.8585,89.2945,283.0090
2025-10-27,204.8154,300.2267,254.7634,241.6623,102.5626,58.6126,21.8600,33.4638,31.2355,85.6459,89.8305,283.0090
2025-10-28,203.9809,301.9077,252.1050,241.1238,103.5086,58.7703,22.1200,33.6312,31.7838,85.7209,90.8231,285.3715
2025-10-29,204.6191,300.2267,253.4342,240.6342,106.3963,58.7309,22.1500,33.0897,31.4678,86.2459,91.0216,284.3871
2025-10-30,208.8411,302.0067,245.1636,241.8582,105.6495,59.0856,21.7800,32.8928,30.7522,84.5960,87.3688,283.6981
2025-10-31,209.5284,304.4789,242.3083,240.4384,106.8444,58.7900,21.6500,32.6467,31.3191,84.5772,89.1555,283.9933
2025-11-03,210.2647,306.8522,240.5853,242.0540,109.5329,58.5338,21.2500,32.5089,32.0162,86.5271,88.3614,280.9418
2025-11-04,208.9883,306.2589,235.5638,239.1165,109.0350,57.2922,21.2900,31.8985,31.2820,85.4772,86.3564,276.4136
2025-11-05,208.4974,303.4900,238.5176,239.8998,106.7946,57.0162,21.6000,31.9871,32.0162,87.5583,86.8725,283.3043
2025-11-06,204.8645,299.4355,231.5270,236.5706,104.1558,55.7549,21.0400,32.7648,31.7002,87.0146,84.9866,282.7137
2025-11-07,204.2754,297.7545,227.2933,232.3601,101.3677,55.3016,20.8900,33.2276,31.6351,88.3270,81.2941,281.3355
2025-11-10,207.2701,305.5667,229.8532,240.5852,106.0478,55.9914,21.4800,33.4442,32.1741,89.7145,82.9418,285.3715
2025-11-11,207.1719,305.4678,231.4778,242.2498,107.0435,56.2476,22.2000,33.8872,33.2429,91.5331,83.6763,287.5371
2025-11-12,208.1538,306.7533,235.4161,245.1874,106.8942,56.5827,22.8500,34.6861,33.9027,92.4331,84.6292,288.7184
2025-11-13,206.4355,303.4900,231.0347,222.2745,100.6209,55.3410,22.7500,34.4678,34.2373,92.7893,83.8550,284.2887
2025-11-14,202.7535,301.0178,232.0193,225.5548,110.0308,55.5972,23.6900,34.0807,33.6890,91.5519,83.4778,283.6981
2025-11-17,203.5390,302.5011,228.4255,218.3578,113.7649,55.5775,22.9000,33.9616,33.0570,90.3332,83.2396,280.3511
2025-11-18,200.4462,295.8755,223.0595,213.6087,106.4959,53.3111,22.3600,33.6540,31.7931,88.7770,80.4404,272.7715
2025-11-19,199.5625,295.4800,223.6995,214.0494,108.4874,53.6658,22.6100,34.6067,31.9697,88.8520,84.3910,274.1496
2025-11-20,200.6916,296.9633,224.8810,216.4973,111.6240,54.8286,22.7100,34.7060,31.3377,87.8958,83.6565,274.7402
2025-11-21,199.0716,286.1844,218.8750,214.5879,100.3720,53.8235,22.4800,33.7929,31.8953,88.7958,80.2022,272.7715
2025-11-24,196.4206,279.3611,219.3673,218.3578,105.9980,54.9469,22.6500,34.8747,31.8303,89.5832,82.3859,276.6105
2025-11-25,198.0897,283.1189,220.3026,222.2745,106.3963,54.9469,23.0300,36.1351,32.2485,91.1207,82.1676,279.2683
2025-11-26,201.1335,285.8878,223.7979,223.3516,111.7236,55.9520,22.7600,36.7802,31.9232,90.9894,84.5895,281.7293
2025-11-27,200.4462,285.7889,224.6841,222.8131,113.9142,56.2870,22.6900,36.3733,32.3135,91.1019,84.8079,280.1543
2025-11-28,200.7407,287.0744,227.4409,223.5475,114.8104,56.8783,22.5400,36.8993,32.0347,92.2269,85.6615,280.6465
2025-12-01,189.0861,282.9211,226.4071,221.4912,112.0721,56.3856,22.5200,37.1573,32.3507,93.3143,84.1925,282.0246
2025-12-02,187.0438,286.9756,226.7025,222.5683,115.5572,56.6024,22.2200,37.0382,32.1927,94.8705,84.1329,283.8949
2025-12-03,194.5256,293.4034,225.9641,223.9881,113.5657,56.1885,21.4900,36.3237,32.3414,96.4173,81.9889,285.9621
2025-12-04,193.4455,290.7333,233.8900,225.4079,116.6028,57.4695,21.9200,36.4428,34.3953,98.8547,83.8748,286.8481
2025-12-05,193.1313,289.6455,231.8716,228.5902,116.5530,57.8243,23.0100,36.3237,34.5719,100.2140,84.3513,286.4543
2025-12-08,194.4863,291.7222,233.9393,229.4715,116.9015,58.4155,23.4800,36.5817,34.1630,99.6984,85.3240,288.4231
2025-12-09,191.8942,291.5244,230.6409,229.1778,117.9470,57.8243,23.9300,37.1573,33.9492,100.1671,83.6962,287.1434
2025-12-10,190.4607,290.7333,229.9024,226.7788,123.0752,57.9820,23.5500,37.7528,33.4659,100.1202,85.7012,286.5527
2025-12-11,189.7734,288.0633,235.4654,233.8778,122.9756,57.7652,24.1300,38.1398,33.6890,100.4483,83.2991,288.6200
2025-12-12,190.5000,288.0633,231.7731,232.1153,117.7479,57.4104,24.2900,38.4078,34.5068,101.8077,82.0286,286.5527
2025-12-15,192.5619,289.7444,238.9607,234.1716,119.2913,58.0805,24.6900,38.9536,34.7577,100.6827,83.5175,288.0293
2025-12-16,189.4592,290.4367,235.5638,232.5559,118.8930,57.5484,24.4500,38.4872,34.0979,100.0265,83.1403,286.9465
2025-12-17,186.9456,290.4367,227.4409,227.8069,115.0593,56.4644,24.0800,37.9215,33.8284,98.1985,81.3139,279.8589
2025-12-18,190.5196,298.0511,230.5424,230.8913,119.0921,57.2725,24.9000,38.4177,33.1685,97.9641,83.6962,290.4903
2025-12-19,192.2869,302.8966,232.2162,231.0872,119.6398,57.7652,24.8700,37.8024,33.6983,97.5422,84.5895,291.0809
2025-12-22,192.1691,298.8422,232.9054,231.7236,118.7436,57.9820,24.8600,38.0505,33.5310,97.6360,85.2248,292.5575
2025-12-23,193.1510,297.0622,232.3147,232.8497,120.2373,58.2776,24.8000,37.9711,33.0291,97.2610,85.3042,291.6715
2025-12-24,192.4048,295.9744,231.6255,232.8497,120.2373,58.2776,24.9600,38.1299,33.2057,97.2610,85.3042,291.6715
2025-12-29,192.4440,291.0300,232.6593,232.1153,120.0879,58.1396,24.9900,38.3979,32.7039,96.6048,85.1454,294.7231
2025-12-30,195.3307,294.0956,232.3147,234.1716,119.8887,58.3564,25.0800,38.7254,32.9641,97.0735,85.7409,295.9044
2025-12-31,194.8005,294.0956,231.2808,234.1716,119.8887,58.3564,25.1700,38.7949,32.9176,97.0735,85.7409,295.9044
2026-01-02,200.0043,303.7867,233.3977,236.0810,122.2786,58.3564,25.6900,39.5590,33.7912,99.7921,89.2150,297.0856
2026-01-05,204.2263,309.3244,237.2376,239.5081,127.0084,60.3470,26.8700,39.1621,33.0849,96.8860,90.8628,300.1372
2026-01-06,205.6009,309.2256,236.9422,242.3967,126.7595,59.7754,25.8600,39.3407,32.5087,96.6516,90.1282,300.1372
2026-01-07,209.8720,319.0156,240.6837,250.9156,128.8505,60.2484,26.1900,41.1073,32.2299,95.8079,90.7437,311.7529
2026-01-08,211.2957,316.0489,230.7885,246.5583,122.9258,58.3761,25.8100,39.9560,31.3935,95.4330,86.8328,306.0434
2026-01-09,211.1975,313.7744,231.8224,248.9083,125.3156,59.2827,25.5500,40.0751,31.4121,97.3547,86.6343,310.4731
2026-01-12,212.2285,315.4555,233.1516,252.9719,127.6556,59.7557,25.5100,40.8393,31.0589,96.0892,85.1454,311.4575
2026-01-13,216.2050,322.1800,234.7762,256.3011,129.7965,59.9922,25.5700,40.9782,31.0682,95.7142,85.6417,316.0841
2026-01-14,211.5412,316.6422,227.4409,253.6573,125.6143,59.3221,25.8800,41.5439,30.8638,97.2141,88.5996,318.6435
2026-01-15,210.9521,315.2578,230.5916,255.4199,127.6556,60.8397,26.1200,41.8119,30.4827,96.4173,92.9075,323.3685
2026-01-16,213.4558,317.1367,231.5270,254.8324,135.7212,60.7017,26.0800,41.7722,29.5813,95.0580,95.0912,322.1873
2026-01-19,206.5828,313.8733,226.5548,250.6708,133.5804,59.4010,26.8600,41.7226,28.9493,92.4331,93.1259,315.4935
2026-01-20,204.1772,312.7855,225.4718,248.4187,132.1365,59.0265,26.2700,41.2859,29.5998,91.2707,93.4237,316.2810
2026-01-21,203.6372,312.0933,224.1425,247.8312,132.4352,58.8885,26.3200,43.2510,30.5757,92.6768,93.3840,322.4826
2026-01-22,202.9990,302.6000,226.8994,252.6292,136.9161,58.6323,26.4700,46.0000,30.0459,98.7141,95.9052,325.5342
2026-01-23,203.0481,306.9511,228.2778,249.1041,141.1481,58.8885,26.7800,45.6229,30.0366,98.9015,96.6397,327.8967
2026-01-26,198.7279,304.2811,228.7209,249.2510,140.2519,59.5192,26.3800,45.2656,29.9065,97.6360,96.4809,333.7045
2026-01-27,195.7823,305.8633,231.3301,248.1249,141.5962,60.5637,26.1800,45.9107,29.4140,95.9017,98.7440,340.0045
2026-01-28,191.5211,298.4467,231.7239,245.6770,141.8949,60.3075,27.7000,46.4268,29.6184,96.4173,97.0765,340.9889
2026-01-29,190.4803,295.2822,237.6807,250.6219,142.4924,65.4120,27.1500,45.3946,29.5255,97.0735,98.4859,348.5686
2026-01-30,189.8912,297.6555,238.5668,250.9646,143.9362,65.6879,27.0200,45.6328,29.6277,96.2298,99.7068,346.2061
2026-02-02,190.2840,298.8422,242.8006,254.9303,147.3218,66.6142,26.9000,47.4292,29.6184,96.3235,99.9550,347.8795
2026-02-03,186.7885,300.2267,245.8036,255.2730,154.2422,67.0478,27.8400,48.3323,28.3824,95.8548,102.4365,360.0858
2026-02-04,184.8445,297.3589,243.5883,236.9623,147.7698,66.1806,28.0100,47.1811,29.8508,99.3703,99.9550,365.0078
2026-02-05,186.0816,299.1389,244.5236,239.4102,145.2307,65.4711,28.1200,48.6400,29.6742,95.7142,98.6448,361.0702
2026-02-06,187.8293,304.5778,249.0035,245.2853,151.3546,65.9244,28.4300,50.8134,28.6891,94.4486,102.1883,365.9921
2026-02-09,189.6359,310.9066,252.8927,250.6219,157.2295,67.3434,28.7900,51.3295,28.8378,94.5893,105.3150,373.7687
2026-02-10,188.1435,304.5778,253.3850,252.7271,149.9605,67.6193,28.8100,52.3616,29.4047,98.0110,103.0321,375.4422
2026-02-11,183.8430,301.5122,262.2463,250.9156,162.5568,68.5062,29.7700,54.8229,29.2746,97.0735,102.4365,380.8563
2026-02-12,186.9653,303.8855,261.3109,251.6500,160.7146,68.4865,29.2400,52.2256,29.9158,95.9017,100.9972,375.2453
2026-02-13,188.9290,329.1022,258.8494,251.0500,161.4117,68.9595,28.7000,51.8872,30.4827,96.6516,98.2477,370.9140
2026-02-16,193.6223,334.4422,253.0403,234.9500,162.7061,69.5902,28.9900,52.9620,30.0180,95.9017,98.4462,371.2094
2026-02-17,192.9350,337.1122,250.4312,235.7500,160.3661,68.7821,29.3800,53.4198,30.3154,97.4485,97.9698,367.0750
2026-02-18,197.0097,343.3422,257.1757,244.8000,165.9424,69.5705,29.6000,55.6688,30.8452,97.5891,100.7491,373.8672
2026-02-19,183.7055,338.2989,255.3541,240.5500,163.5028,68.9004,29.5600,54.2159,29.8879,96.1829,97.3544,371.6031
2026-02-20,186.2976,342.5511,257.8648,245.1500,164.5483,69.2551,29.8400,54.5144,30.0645,96.0892,96.7787,373.6703
2026-02-23,179.8174,342.1555,255.7480,240.6500,164.9964,68.7821,29.1200,56.2062,29.7485,93.6518,95.3096,377.1156
2026-02-24,179.5228,336.8156,258.5048,239.5000,165.2951,69.5902,29.3600,55.6688,30.2876,95.2455,97.1360,384.9907
2026-02-25,181.1330,340.3755,260.8679,244.1000,168.6807,70.3588,29.8000,56.6440,30.1946,93.6893,99.2602,391.3891
2026-02-26,183.3521,342.7489,268.6954,248.6500,164.1500,70.0040,28.1500,55.3901,30.1389,95.1986,99.4091,391.7829
2026-02-27,180.8974,336.2222,272.4368,247.4000,166.4500,70.7727,28.2900,55.2110,29.8415,94.8705,101.7417,393.1610
2026-03-02,177.0092,332.3655,263.6247,238.2000,162.3500,69.6099,27.2100,54.2756,28.3359,90.6894,102.5854,386.0735
2026-03-03,172.2374,317.9278,249.6435,226.4500,155.4000,66.2200,26.2400,50.1357,27.2950,87.7271,97.0566,372.7844
2026-03-04,173.9851,323.3667,254.0742,232.9000,162.7500,66.9690,26.1700,52.6435,26.9605,88.5333,101.4439,374.0640
2026-03-05,172.6891,312.7855,248.9051,224.8000,153.1000,65.6091,25.2800,49.0709,26.6445,86.9959,97.8705,368.7484
2026-03-06,172.3160,314.1700,245.5082,224.8000,149.7500,65.4514,24.3300,47.6678,26.4958,84.3522,98.3668,360.5780
2026-03-09,172.2374,311.2033,241.3729,221.1000,148.7500,64.3280,23.4200,45.8168,26.0776,82.3273,96.3022,352.4077
2026-03-10,174.6724,317.4333,251.1204,232.1500,157.7000,67.0281,24.8000,49.2202,26.1798,84.6522,101.0469,374.5562
2026-03-11,173.7102,314.6645,252.1542,228.2000,154.6000,66.6733,24.4700,48.5535,26.8583,85.9834,100.4513,373.1781
2026-03-12,168.9187,304.6767,250.8250,224.7000,152.6500,66.7325,24.0900,46.5034,27.0627,86.6021,100.7987,374.2609
2026-03-13,165.3251,301.0178,244.1790,220.3500,143.9500,65.4711,23.3000,44.5131,26.4586,83.9023,97.6919,350.6358
2026-03-16,166.8765,303.2922,245.0159,220.3000,146.8500,65.4711,23.2500,44.6525,26.2170,82.5711,97.2948,350.6358
2026-03-17,167.2299,301.5122,246.9851,219.1500,149.8500,65.6091,23.4100,44.9709,26.3936,83.0960,97.3544,346.9936
2026-03-18,167.2103,303.1933,249.4466,218.1000,152.1000,66.5157,24.3900,45.3690,26.0497,82.8898,99.3098,352.8999
2026-03-19,160.9853,289.9422,239.6499,210.3000,145.7000,64.8799,23.3600,42.5527,25.3899,80.3212,93.9597,332.4248
2026-03-20,158.0005,278.4711,233.4962,203.7500,140.7500,63.5200,23.1900,41.8063,25.6873,80.0399,93.2053,328.8810
2026-03-23,163.3811,284.1078,239.5514,211.3000,147.6000,64.7800,23.9600,43.9957,26.0776,80.7149,94.1979,336.6576
2026-03-24,161.5744,278.9655,238.0745,209.2000,151.5000,65.4400,23.8200,45.0107,25.8824,81.2399,94.1185,339.2170
2026-03-25,165.4037,284.8989,244.1298,211.8000,158.4000,67.0400,24.4000,45.8665,26.1705,82.1961,97.6919,347.6827
2026-03-26,160.4355,278.5700,234.5300,209.7500,150.2000,64.6400,23.7200,44.2743,26.1798,81.4461,95.1707,341.9733
2026-03-27,157.5096,275.3066,225.6687,204.9000,144.4000,63.1400,23.6000,43.2991,26.2913,81.0711,93.3641,339.3155
2026-03-30,156.2921,271.3511,224.0441,205.4000,142.0000,62.1800,23.0200,42.9408,26.4772,80.9399,94.2575,340.2999
2026-03-31,157.9023,276.2955,225.5702,205.7000,142.2500,63.2400,24.2600,43.6275,26.9698,80.9961,98.0492,351.8171
2026-04-01,164.8539,287.3711,236.2530,215.3500,152.2000,66.2800,24.8800,46.4338,27.9177,82.9648,103.8758,365.9921
2026-04-02,162.1439,284.1078,232.5116,213.3500,149.7000,65.8400,24.2700,45.4386,27.9735,81.8399,103.9254,360.6765
2026-04-07,159.6696,279.8556,229.6563,210.0000,147.7400,64.9200,24.0100,45.4187,27.3415,80.3024,103.9750,364.3187
2026-04-08,172.0803,309.6211,252.0065,231.5000,165.3800,70.1000,25.1300,51.2503,29.2374,84.9897,114.1492,387.1563
2026-04-09,167.7012,312.4889,252.1542,226.7500,164.5600,70.8000,23.0000,50.4940,28.7262,83.6023,114.7448,388.4360
2026-04-10,166.4248,309.8189,256.1911,229.4500,167.2200,71.8400,23.1500,51.7877,28.7913,83.4710,118.9137,396.2126
2026-04-13,167.3674,306.6544,256.2895,228.7000,165.9000,71.5800,22.3200,51.4294,28.5311,82.3273,118.8144,390.9954
2026-04-14,169.6257,313.8733,263.4278,237.2500,170.9600,72.2000,22.8400,52.5639,28.8285,84.8960,121.0974,393.3579
2026-04-15,168.5653,305.3689,262.0986,237.4000,169.3200,72.4000,22.7100,52.0265,29.2560,84.8960,120.5515,387.9438
2026-04-16,168.6635,294.8867,263.6247,239.6000,166.9400,72.4400,22.8400,50.7925,29.2281,83.8460,120.1048,391.0938
2026-04-17,176.2238,311.7966,274.3568,247.6500,172.0600,75.4800,16.6400,53.1809,30.2225,86.9021,120.7500,397.9844
2026-04-20,173.1800,299.6333,269.3846,242.5500,168.8400,74.2600,17.0850,52.6435,29.4233,84.8210,120.4000,392.5703
