,AIR.PA,SAF.PA,SU.PA,SIE.DE,ENR.DE,ABBN.SW,ALO.PA,MT.AS,RNO.PA,VOW3.DE,PRY.MI,SAND.ST
2026-04-21,170.5200,279.2622,267.9077,241.6000,166.9400,74.2000,17.0500,52.0862,29.2746,84.3522,119.3000,386.4672
2026-04-22,166.2400,269.4722,269.6800,241.6500,178.4200,76.7200,17.0000,52.0066,29.0794,83.1898,121.1500,386.1719
2026-04-23,168.1600,275.9000,270.6153,243.4000,182.8000,78.1000,17.0450,51.5290,28.6891,82.8336,122.5000,393.9485
2026-04-24,165.9200,267.0000,271.7476,243.1000,187.6200,77.9000,16.5200,50.2353,27.6575,81.2586,127.4000,389.7157
2026-04-27,165.5600,270.9555,270.8615,251.8500,177.4200,77.6200,16.3200,50.0561,28.4660,81.6899,124.5500,384.4985
2026-04-28,166.1000,268.2855,266.6277,251.1500,172.9800,76.4200,16.4800,49.0809,28.0385,81.2024,123.2000,378.1000
2026-04-29,174.6200,265.8133,267.3661,246.7500,175.2600,76.6800,16.3800,48.7326,27.7597,80.1337,124.3500,380.3000
2026-04-30,174.8800,269.9666,264.4616,252.5500,180.5800,78.4400,17.0800,49.0013,27.6668,80.8274,127.9500,383.1000
2026-05-04,176.1800,262.2533,256.5356,249.5500,176.8000,78.4200,16.8650,47.3593,27.4623,78.5588,126.3000,373.1000
2026-05-05,177.8600,269.2744,268.7446,260.5000,182.5600,80.5800,17.0550,49.3396,27.3601,79.0837,139.6000,381.8000
2026-05-06,188.5000,293.4034,278.3444,268.3000,185.8400,82.4000,17.5800,53.3003,28.5311,82.5523,143.8000,404.1000
2026-05-07,183.4400,291.5244,270.9600,266.2000,180.6800,81.2200,17.5350,53.0615,28.9400,82.5711,143.6500,384.3000
2026-05-08,179.8800,283.1189,268.4000,264.9500,178.1400,82.0200,17.3050,51.8076,28.6000,82.1398,152.0500,369.0000
2026-05-11,175.4800,281.2400,274.6500,268.6500,178.5000,83.5600,17.2200,52.5440,27.9400,82.4961,156.9000,368.1000
2026-05-12,172.5200,277.5811,265.3000,264.6000,169.4800,81.1600,16.8300,51.1568,27.5000,81.3149,148.8000,360.0000
2026-05-13,173.4400,278.3722,268.4000,266.8000,177.2400,82.8600,17.1700,54.7895,28.1000,81.1086,154.7000,360.3000
2026-05-14,172.7400,280.0533,270.9500,273.7000,177.0000,82.8600,17.7700,54.8893,28.3100,83.2835,156.3500,360.3000
2026-05-15,167.6800,268.3844,263.7500,259.6000,169.5400,82.0400,17.0500,52.1348,28.3900,82.4398,153.1500,353.7000
2026-05-18,170.3800,270.8567,260.9500,260.5000,169.9000,81.0600,16.9100,52.4941,28.6000,82.2898,147.9500,361.7000
2026-05-19,169.1000,271.1534,255.8000,256.8000,167.7000,79.6800,16.8400,51.1568,28.0600,82.1398,140.5000,360.6000
2026-05-20,173.3600,279.3611,264.6000,264.1000,174.3200,81.3400,16.8750,53.6917,27.7700,82.4211,144.4000,370.4000
2026-05-21,165.9600,276.5922,264.6000,264.0500,173.6200,82.2200,16.7000,54.4302,27.4400,83.0585,149.3000,376.4000
2026-05-22,169.5200,281.8333,269.0500,268.6000,175.4200,83.8000,16.8750,56.6657,27.8600,84.0710,149.8000,382.4000
2026-05-25,174.2600,298.1500,277.3000,276.7500,181.2800,83.8000,17.0150,58.1228,28.7700,85.2522,153.0000,389.7000
2026-05-26,172.2800,295.1000,273.2000,272.5500,181.3000,84.9200,17.2600,57.9631,28.6600,84.8397,150.3000,387.7000
2026-05-27,173.7000,299.0000,268.9500,274.0500,174.3600,83.6800,17.1550,58.0828,29.9000,86.6021,146.5000,387.3000
2026-05-28,177.7000,303.0000,267.2500,271.6500,166.7600,83.4400,17.1100,59.1407,29.6700,86.7709,150.3000,376.2000
2026-05-29,179.7000,305.7000,269.9500,269.8000,163.2400,83.6200,17.1400,59.2006,29.5900,86.0772,148.0000,376.5000
2026-06-01,173.1800,297.0000,276.2000,272.6500,160.0000,83.4200,17.1600,59.9391,28.4400,84.8960,149.3000,369.3000
2026-06-02,172.6800,298.0000,287.1500,278.7000,158.5200,86.1000,17.2650,61.1966,28.0200,85.3272,154.6500,382.6000
2026-06-03,169.3000,293.8000,283.4500,275.0000,160.1600,85.5600,17.2550,61.1367,27.2600,83.7335,154.1500,380.5000
2026-06-04,177.0000,300.3000,281.8500,272.0500,159.4800,84.6600,17.0500,62.0149,27.1500,83.0585,150.6000,382.3000
2026-06-05,178.9600,298.5000,269.0500,268.8000,158.0200,83.1000,17.1450,59.1008,26.8100,82.3461,145.3500,379.8000
2026-06-08,176.9600,294.5000,270.5000,268.0000,157.6400,82.6800,16.8450,58.6218,26.9700,82.4023,148.7000,376.2000
2026-06-09,175.7400,295.6000,263.4500,264.3000,148.3000,80.5200,16.4050,56.2865,27.1200,81.8211,142.4000,369.9000
2026-06-10,174.9600,291.5000,257.7000,258.4000,138.6800,79.6000,16.1150,55.5879,26.6900,80.9024,136.3000,365.0000
2026-06-11,175.2600,295.3000,264.3000,258.5000,147.0000,81.2800,15.7500,57.1248,26.8300,80.0774,142.9500,369.0000
2026-06-12,179.2800,306.1000,265.3000,264.5000,153.5800,81.6200,16.1900,60.4780,27.7700,82.8898,143.9000,378.6000
2026-06-15,183.6800,316.4000,270.1500,270.3500,156.2000,82.5800,16.1400,59.7994,28.8000,84.7647,145.5500,388.3000
2026-06-16,185.3000,324.0000,276.9500,273.0500,156.1200,84.0200,16.0400,59.1008,27.8200,84.0523,146.3500,390.7000
2026-06-17,187.0200,324.0000,282.7500,273.1000,161.7400,85.3800,16.1850,57.7036,27.2300,81.1274,146.0000,397.3000
2026-06-18,191.9400,333.5000,291.0000,276.8000,169.3400,86.8600,16.2000,55.7476,27.0300,78.8400,147.7500,406.7000
2026-06-19,189.4200,329.4000,289.2500,274.5000,168.9200,87.1000,16.2350,54.8693,28.0800,80.4400,153.2000,406.7000
2026-06-22,189.5200,331.2000,292.7500,279.0000,169.1400,88.5600,16.2100,55.3883,27.8200,80.3200,154.7000,405.0000
2026-06-23,193.2600,331.1000,279.5000,272.2500,162.5000,86.1000,16.1750,55.7276,26.6200,77.9200,148.3500,393.0000
2026-06-24,195.1000,338.4000,280.5000,271.4000,159.8600,86.5800,15.9050,54.1109,26.6100,76.0200,147.9000,386.9000
2026-06-25,195.0800,343.7000,279.5500,272.4000,163.4600,86.7200,15.6850,54.1707,26.2100,76.0200,148.1000,396.5000
2026-06-26,191.9000,332.7000,276.0500,267.5000,153.9200,84.5200,15.3800,52.4143,26.0700,74.2800,142.8500,385.7000
2026-06-29,191.5800,336.5000,278.1000,269.2000,157.0600,85.4400,15.0050,51.3963,25.2800,71.3600,144.7500,389.8000
2026-06-30,194.5400,345.0000,285.4000,281.1500,165.8000,87.5800,15.2150,52.5939,25.0800,70.1000,146.0500,399.9000
2026-07-01,198.2200,349.9000,276.6500,273.4500,163.3400,86.1800,15.1300,51.9352,26.2800,69.9400,143.1000,395.6000
2026-07-02,203.9000,353.3000,275.9000,276.9000,165.8200,84.9200,15.4450,55.2286,25.9400,73.3000,142.1000,394.6000
2026-07-03,206.1500,356.7000,280.1000,284.1000,168.1200,87.3800,16.0100,58.4820,26.3700,74.6600,146.3000,411.8000
2026-07-06,209.4000,357.1000,278.3500,281.6000,170.4400,87.1000,16.1600,56.8453,26.1500,75.5000,143.2500,406.6000
2026-07-07,203.9500,347.2000,268.0000,269.6000,155.3000,83.3600,15.8250,56.0070,26.3300,75.8000,133.8000,387.9000
2026-07-08,197.3600,332.5000,263.8000,265.5500,151.9000,82.3600,15.5500,53.4921,25.2400,72.3800,133.3000,378.6000
2026-07-09,196.5200,340.0000,270.0000,273.8000,156.2400,84.6800,15.6300,54.4103,25.2900,71.5200,136.5500,389.0000
2026-07-10,197.2600,336.1000,269.6500,272.8500,152.1200,83.5800,15.6700,57.9032,25.8100,70.9800,135.0500,390.9000
2026-07-13,195.2800,330.1000,268.5500,272.1000,150.6800,83.8200,15.2600,57.9232,26.1800,71.4400,133.3500,389.3000
2026-07-14,195.9400,327.8000,273.1000,272.9000,154.1200,85.4800,15.2500,58.6018,25.8400,71.8800,137.8500,390.8000
2026-07-15,195.3800,330.8000,270.1500,270.1000,152.1800,83.1800,15.6200,58.4421,26.7900,74.4000,134.3500,384.1000
2026-07-16,195.6200,329.1000,264.3500,270.7000,148.7400,78.2600,15.9100,57.8234,26.8900,73.4600,131.3000,372.9000
2026-07-17,194.3200,329.5000,262.4500,264.5500,147.6600,79.2000,15.7050,57.8633,26.1400,73.1200,125.3500,338.1000
2026-07-20,191.7800,324.7000,264.7000,265.1500,152.6400,79.2800,15.8450,58.1228,25.9000,72.5400,125.0000,335.5000
2026-07-21,194.6000,322.9000,268.8000,270.4500,158.1400,80.8800,15.9650,57.7435,25.8800,72.5600,130.4000,346.9000
2026-07-22,208.3000,327.3000,269.0000,271.2500,152.3200,80.7000,16.1250,58.1228,26.3600,72.9600,128.2500,349.4000
2026-07-23,204.5000,321.4000,265.4000,268.2000,150.4600,79.8600,16.0250,57.7236,26.0300,72.9400,126.1000,343.9000
2026-07-24,206.0500,329.8000,268.0500,272.2500,151.3400,80.0000,16.0100,58.8214,26.1400,71.4600,126.9000,349.7000
2026-07-27,208.9000,333.2000,265.6000,272.7500,148.3800,79.0000,16.2100,58.0429,26.5000,70.7400,122.1000,352.5000
2026-07-28,212.0000,343.0000,262.0000,271.7500,137.9000,77.4200,16.3300,58.9411,27.1500,73.9200,116.8500,348.4000
2026-07-29,209.9000,339.8000,256.8000,271.2500,135.1800,76.3000,16.3900,57.6637,27.9100,75.3800,114.7000,346.8000
2026-07-30,204.0000,340.3000,284.6000,281.1000,146.1600,78.6600,16.0100,59.4800,27.9700,76.1400,119.8500,355.0000
2026-07-31,202.2000,338.4000,289.6000,282.6500,147.4400,79.5200,16.0800,60.6177,27.2600,74.6600,120.2000,356.0000
2026-08-03,208.0000,351.3000,290.1000,285.3000,147.5400,80.0800,16.5450,61.6956,28.4500,76.3000,119.4500,357.0000
2026-08-04,214.1000,356.4000,299.2500,287.4500,150.8600,81.6600,16.8400,64.3103,28.4000,76.9000,123.6000,369.5000
2026-08-05,214.9500,358.5000,300.4000,285.9500,150.8600,82.3400,16.5550,64.4700,28.1300,76.0800,122.1000,374.5000
2026-08-06,212.4500,355.2000,300.6000,273.1000,153.6800,82.3200,16.9250,63.8600,28.2000,75.5600,124.5000,367.7000
2026-08-07,213.6000,357.4000,303.7000,279.8000,153.5400,81.7600,16.6600,62.9800,28.6400,76.3200,126.0000,365.3000
2026-08-10,214.6500,363.2000,302.2500,276.9500,154.6000,81.8000,16.3000,64.2200,28.7300,75.4200,125.8500,367.1000
2026-08-11,212.5000,361.5000,305.7500,280.2500,158.5600,82.6400,16.3800,64.1800,28.5400,75.4400,127.5500,368.2000
2026-08-12,213.6500,363.6000,311.0000,281.9500,161.7000,83.4800,16.2000,64.1800,28.3300,73.8600,131.4000,365.6000
2026-08-13,212.9000,358.0000,309.2500,284.1000,160.7200,83.2400,15.9850,63.6600,28.2300,72.9400,130.6000,358.6000
2026-08-14,215.4000,360.5000,306.4000,284.0000,160.7200,82.7800,16.2300,63.7400,28.6300,73.7200,127.9500,359.2000
2026-08-17,214.2500,361.1000,308.7500,282.3000,162.8000,83.0000,16.0750,63.3200,28.3900,73.2200,131.0500,361.4000
2026-08-18,209.8000,353.1000,295.1000,275.8000,154.2800,80.5600,15.8000,61.7400,28.5900,73.0000,124.6500,356.9000
2026-08-19,208.0500,349.1000,294.0000,276.6500,154.3400,80.3800,15.8750,62.2400,29.1900,74.8400,123.6000,358.5000
2026-08-20,204.8000,343.6000,294.3000,276.0000,152.5800,79.6000,15.8250,61.1600,28.6100,74.4400,122.5500,368.7000
2026-08-21,203.7000,343.6000,296.8000,280.3500,153.3600,80.2000,15.9900,62.5800,28.6300,75.0200,124.0000,380.8000
2026-08-24,202.7000,339.9000,291.8000,280.6000,148.7400,78.1800,16.0400,62.8000,28.3100,73.8200,117.6000,387.1000
2026-08-25,204.5500,343.8000,296.2500,285.5500,152.7600,79.6200,16.1800,62.5600,27.3900,73.3000,121.0000,394.8000
2026-08-26,205.8500,350.4000,299.2000,288.1000,151.1000,79.7000,16.9050,64.5600,27.2200,72.4200,121.6500,394.5000
2026-08-27,203.4000,343.2000,297.5500,286.9500,150.2400,79.2800,16.6650,63.9000,28.4000,75.0000,123.6000,394.1000
2026-08-28,203.0500,344.2000,301.7500,289.8500,149.7000,80.1000,16.3950,64.6000,29.4300,77.4200,122.0500,393.1000
2026-08-31,197.2400,337.0000,294.6000,285.6000,142.1800,79.0000,16.3600,64.1000,29.7200,77.6800,120.2000,384.4000
2026-09-01,196.1800,331.6000,288.2000,277.8500,141.0800,77.8800,15.8300,63.7400,29.0100,76.5800,117.1000,373.9000
2026-09-02,196.9000,328.7000,286.7500,273.8000,142.2400,77.4600,15.6750,64.2600,27.6900,73.7000,119.1000,370.1000
2026-09-03,197.0000,331.5000,287.3500,270.6000,145.4000,77.2200,16.1750,65.6600,28.8500,76.3600,119.8000,380.2000
2026-09-04,198.9600,333.5000,288.0000,272.6500,146.5200,77.7600,16.5000,67.2400,29.1400,81.3000,122.2500,390.1000
2026-09-07,198.6600,333.1000,295.5000,270.4000,148.4800,79.0000,16.3000,67.5400,29.2000,81.0200,125.5000,393.3000
2026-09-08,200.7000,333.6000,299.6000,272.5000,148.8600,80.9800,16.3200,66.8800,29.5800,83.1000,128.5000,402.4000
2026-09-09,196.3400,322.8000,289.7000,264.4000,145.1400,78.3200,15.8500,66.4200,29.1900,81.7000,126.9500,392.6000
2026-09-10,195.7800,322.0000,287.4000,258.1000,140.8200,77.8600,15.5000,64.6800,28.9200,81.1800,123.6000,384.0000
2026-09-11,199.4000,330.2000,291.1000,264.6500,144.2600,78.6600,15.8750,64.3600,29.5800,81.1800,127.2500,385.2000
2026-09-14,195.0000,321.6000,272.0500,261.8000,132.6600,75.4400,15.7800,62.6400,29.3600,81.4600,118.2500,367.6000
2026-09-15,194.8000,322.3000,275.3000,258.8000,133.0000,76.6800,15.6250,63.2400,29.6000,81.0200,118.2000,370.6000
2026-09-16,196.2800,326.3000,279.4000,260.5000,137.1200,78.2600,15.7650,64.6800,28.2700,78.8800,122.2000,375.0000
2026-09-17,195.5000,331.6000,287.1000,266.6000,141.8000,79.5200,15.6950,65.5400,28.9500,81.0400,121.6500,373.1000
2026-09-18,193.3800,323.0000,285.7500,264.0000,140.2000,80.0200,15.2800,63.1200,27.4100,76.5200,122.4500,369.9000
2026-09-21,194.7800,330.7000,295.0000,273.5000,143.1600,82.1400,14.9550,62.8600,27.0700,74.9800,126.1000,375.4000
